-9,13,Made Shot
-8,6,Made Shot
-13,0,Made Shot
-13,4,Made Shot
-171,191,Made Shot
-9,47,Missed Shot
0,-3,Made Shot
74,262,Missed Shot
105,248,Missed Shot
232,15,Missed Shot
101,240,Made Shot
54,252,Made Shot
-6,1,Made Shot
-232,135,Missed Shot
-79,252,Missed Shot
51,77,Missed Shot
23,77,Missed Shot
-187,166,Missed Shot
-37,271,Missed Shot
-20,15,Made Shot
122,216,Missed Shot
-6,11,Made Shot
-8,3,Made Shot
-18,6,Made Shot
-21,15,Made Shot
-14,24,Missed Shot
-22,111,Missed Shot
3,13,Made Shot
2,97,Missed Shot
5,10,Made Shot
-8,12,Made Shot
-130,225,Made Shot
-3,26,Missed Shot
8,8,Made Shot
73,247,Missed Shot
111,241,Missed Shot
-192,162,Made Shot
-29,57,Missed Shot
-65,298,Missed Shot
11,80,Missed Shot
122,38,Made Shot
102,273,Missed Shot
-12,6,Missed Shot
82,270,Made Shot
-105,235,Made Shot
-12,17,Missed Shot
6,52,Missed Shot
-150,215,Made Shot
13,23,Missed Shot
-175,210,Made Shot
-112,241,Made Shot
-14,20,Made Shot
116,221,Missed Shot
3,18,Made Shot
3,5,Made Shot
-64,267,Made Shot
-5,37,Made Shot
-145,230,Missed Shot
-228,72,Made Shot
-91,293,Missed Shot
94,306,Missed Shot
62,272,Made Shot
165,210,Missed Shot
89,238,Made Shot
-17,260,Made Shot
2,1,Missed Shot
11,15,Missed Shot
-18,10,Missed Shot
226,69,Missed Shot
13,1,Missed Shot
-7,4,Made Shot
161,215,Missed Shot
188,162,Made Shot
169,180,Missed Shot
-175,221,Made Shot
179,182,Missed Shot
-16,11,Missed Shot
-120,222,Missed Shot
-87,237,Made Shot
139,210,Missed Shot
11,5,Missed Shot
136,219,Missed Shot
-184,171,Made Shot
-3,15,Missed Shot
-8,15,Missed Shot
-108,243,Missed Shot
-13,14,Missed Shot
-193,177,Made Shot
-2,89,Missed Shot
0,26,Missed Shot
0,10,Made Shot
14,260,Made Shot
-6,9,Missed Shot
-116,240,Missed Shot
27,250,Made Shot
44,253,Missed Shot
62,248,Missed Shot
8,10,Missed Shot
0,13,Made Shot
98,82,Made Shot
24,274,Missed Shot
-46,58,Missed Shot
-2,13,Missed Shot
35,74,Missed Shot
-226,11,Made Shot
147,196,Missed Shot
-29,68,Made Shot
-30,254,Missed Shot
-36,252,Missed Shot
-3,1,Missed Shot
-30,47,Missed Shot
-94,235,Made Shot
21,256,Missed Shot
237,0,Missed Shot
100,10,Made Shot
-41,259,Missed Shot
15,246,Made Shot
-182,170,Missed Shot
-49,259,Made Shot
135,220,Missed Shot
233,10,Missed Shot
-5,-4,Made Shot
-3,1,Missed Shot
-13,67,Missed Shot
-23,4,Missed Shot
9,42,Missed Shot
-6,1,Made Shot
116,228,Missed Shot
-8,-1,Made Shot
-9,6,Missed Shot
-13,-15,Made Shot
-176,201,Made Shot
-19,15,Missed Shot
-109,134,Made Shot
70,249,Made Shot
37,257,Missed Shot
-24,39,Made Shot
-3,249,Made Shot
-9,267,Missed Shot
-13,10,Made Shot
-116,226,Missed Shot
73,245,Made Shot
47,131,Missed Shot
128,145,Missed Shot
-90,246,Missed Shot
141,131,Made Shot
29,257,Made Shot
157,203,Missed Shot
-185,449,Missed Shot
45,104,Made Shot
33,250,Missed Shot
121,159,Missed Shot
25,261,Missed Shot
2,327,Missed Shot
-33,60,Made Shot
161,214,Made Shot
-163,204,Missed Shot
16,16,Made Shot
-210,135,Made Shot
28,258,Missed Shot
84,258,Made Shot
120,234,Made Shot
98,248,Made Shot
115,274,Missed Shot
175,213,Missed Shot
11,298,Missed Shot
35,40,Missed Shot
-9,67,Missed Shot
-11,26,Missed Shot
-35,53,Missed Shot
226,49,Missed Shot
203,154,Missed Shot
120,247,Missed Shot
4,38,Missed Shot
-1,280,Made Shot
-17,278,Made Shot
90,238,Made Shot
-95,254,Made Shot
-27,43,Missed Shot
-5,18,Made Shot
145,226,Missed Shot
159,226,Missed Shot
-212,141,Made Shot
-158,200,Made Shot
-105,41,Made Shot
-210,146,Made Shot
0,-6,Missed Shot
-21,4,Made Shot
-185,159,Missed Shot
7,271,Missed Shot
229,135,Missed Shot
134,224,Made Shot
-143,235,Missed Shot
-166,214,Made Shot
-7,15,Missed Shot
47,146,Missed Shot
-179,201,Missed Shot
-24,23,Made Shot
195,190,Missed Shot
147,227,Missed Shot
207,168,Made Shot
233,17,Made Shot
-191,190,Missed Shot
18,39,Missed Shot
224,154,Missed Shot
143,152,Missed Shot
-164,217,Missed Shot
-152,199,Made Shot
85,46,Missed Shot
166,200,Made Shot
-161,202,Missed Shot
33,34,Made Shot
-218,122,Made Shot
-33,26,Missed Shot
54,28,Made Shot
-136,280,Made Shot
-114,249,Made Shot
44,250,Missed Shot
-91,287,Made Shot
-46,21,Missed Shot
206,162,Missed Shot
230,37,Missed Shot
139,252,Missed Shot
-26,14,Missed Shot
84,161,Missed Shot
-2,79,Missed Shot
-187,193,Missed Shot
-189,199,Made Shot
-43,89,Missed Shot
149,221,Missed Shot
-231,13,Missed Shot
-114,241,Made Shot
-182,180,Missed Shot
3,79,Made Shot
-182,203,Missed Shot
-20,48,Missed Shot
-168,215,Made Shot
-117,231,Missed Shot
117,277,Missed Shot
91,259,Made Shot
139,230,Missed Shot
-98,63,Missed Shot
-72,109,Made Shot
157,221,Missed Shot
183,185,Made Shot
-175,238,Made Shot
-123,134,Missed Shot
128,152,Made Shot
-11,274,Missed Shot
32,94,Missed Shot
-7,269,Missed Shot
-138,259,Made Shot
139,280,Missed Shot
-147,241,Made Shot
221,126,Made Shot
-215,184,Missed Shot
155,237,Made Shot
-114,224,Missed Shot
23,42,Missed Shot
100,257,Missed Shot
2,200,Made Shot
-76,235,Missed Shot
-14,248,Missed Shot
-10,8,Missed Shot
-4,19,Made Shot
-5,59,Made Shot
20,34,Missed Shot
191,168,Missed Shot
160,200,Missed Shot
-55,35,Missed Shot
110,236,Missed Shot
-138,248,Missed Shot
-6,20,Made Shot
-77,117,Missed Shot
-153,206,Made Shot
232,13,Made Shot
8,288,Missed Shot
-128,-1,Missed Shot
3,270,Made Shot
-155,227,Missed Shot
19,1,Made Shot
-32,1,Made Shot
-3,11,Made Shot
-115,249,Missed Shot
-81,49,Made Shot
-18,12,Missed Shot
-161,25,Missed Shot
-148,216,Missed Shot
-141,223,Made Shot
-14,4,Missed Shot
36,264,Made Shot
-9,7,Missed Shot
-111,233,Missed Shot
-231,11,Missed Shot
111,237,Made Shot
-58,273,Made Shot
46,262,Missed Shot
-61,254,Made Shot
126,222,Missed Shot
-232,47,Missed Shot
-20,268,Made Shot
-18,283,Missed Shot
-106,29,Missed Shot
-16,258,Made Shot
3,55,Missed Shot
160,197,Made Shot
-76,252,Missed Shot
-22,52,Made Shot
198,166,Missed Shot
-135,245,Missed Shot
-58,42,Missed Shot
-10,24,Missed Shot
-2,258,Missed Shot
152,213,Missed Shot
90,22,Made Shot
-5,16,Missed Shot
-26,56,Made Shot
-10,4,Made Shot
239,42,Made Shot
-107,241,Made Shot
-8,24,Missed Shot
159,189,Made Shot
-5,18,Missed Shot
-28,57,Made Shot
0,17,Made Shot
225,-5,Made Shot
227,68,Missed Shot
-13,254,Missed Shot
22,5,Missed Shot
-1,57,Missed Shot
154,227,Missed Shot
-24,269,Made Shot
134,214,Made Shot
-87,244,Missed Shot
-62,92,Made Shot
-3,65,Made Shot
-20,260,Missed Shot
-110,257,Missed Shot
90,249,Missed Shot
-115,244,Missed Shot
-63,51,Missed Shot
-67,256,Made Shot
-236,77,Missed Shot
56,266,Made Shot
-42,21,Missed Shot
-32,20,Made Shot
90,127,Missed Shot
158,221,Made Shot
5,277,Missed Shot
-53,32,Missed Shot
234,38,Made Shot
193,185,Made Shot
-106,287,Missed Shot
111,248,Made Shot
-130,245,Missed Shot
158,241,Missed Shot
-46,21,Made Shot
119,70,Made Shot
-231,10,Missed Shot
-143,232,Made Shot
139,220,Missed Shot
-2,23,Made Shot
35,268,Made Shot
206,178,Missed Shot
-1,95,Missed Shot
198,157,Missed Shot
2,55,Made Shot
-19,267,Missed Shot
-120,243,Missed Shot
-176,175,Missed Shot
-5,10,Made Shot
2,11,Made Shot
-144,225,Missed Shot
2,16,Missed Shot
107,244,Missed Shot
4,10,Made Shot
-43,73,Made Shot
135,222,Made Shot
64,258,Missed Shot
-111,251,Missed Shot
14,255,Missed Shot
-13,94,Made Shot
-2,55,Made Shot
2,4,Made Shot
23,268,Missed Shot
103,276,Missed Shot
-103,247,Missed Shot
-16,10,Made Shot
18,213,Missed Shot
-221,101,Missed Shot
-73,195,Missed Shot
-124,145,Missed Shot
-3,87,Made Shot
149,247,Missed Shot
104,245,Missed Shot
-150,214,Missed Shot
97,-6,Made Shot
-23,34,Missed Shot
228,1,Made Shot
210,141,Made Shot
8,11,Missed Shot
-2,-3,Made Shot
-1,7,Made Shot
2,1,Made Shot
101,20,Missed Shot
-32,11,Made Shot
-2,7,Made Shot
-161,206,Missed Shot
29,252,Missed Shot
-8,-4,Missed Shot
55,244,Missed Shot
-139,216,Made Shot
-3,7,Missed Shot
55,-5,Missed Shot
32,39,Made Shot
5,-3,Made Shot
-123,252,Missed Shot
101,231,Missed Shot
226,53,Missed Shot
-140,21,Made Shot
164,198,Made Shot
-15,20,Missed Shot
226,98,Made Shot
-64,314,Missed Shot
-205,158,Missed Shot
-6,64,Made Shot
22,267,Made Shot
114,230,Missed Shot
-5,10,Made Shot
3,13,Made Shot
6,12,Made Shot
-24,266,Missed Shot
8,22,Made Shot
34,294,Missed Shot
-69,135,Made Shot
114,234,Missed Shot
-10,14,Missed Shot
134,247,Missed Shot
-9,21,Made Shot
-3,68,Missed Shot
-2,272,Made Shot
142,211,Missed Shot
54,248,Missed Shot
23,36,Missed Shot
-2,20,Made Shot
97,246,Missed Shot
-41,263,Missed Shot
-9,26,Made Shot
-19,23,Made Shot
-93,259,Made Shot
-30,15,Made Shot
-157,230,Missed Shot
-63,178,Missed Shot
150,209,Made Shot
93,248,Missed Shot
-6,27,Made Shot
62,264,Missed Shot
-107,298,Missed Shot
49,251,Made Shot
78,258,Made Shot
-116,251,Missed Shot
-3,48,Made Shot
-158,254,Missed Shot
227,1,Made Shot
-3,-4,Made Shot
-52,247,Missed Shot
-12,-3,Made Shot
163,183,Missed Shot
10,122,Made Shot
-78,-30,Missed Shot
-27,7,Missed Shot
-231,53,Missed Shot
184,183,Made Shot
-191,165,Missed Shot
135,218,Missed Shot
119,227,Made Shot
-9,22,Made Shot
14,267,Made Shot
-21,6,Missed Shot
131,229,Missed Shot
-11,3,Made Shot
-27,17,Missed Shot
-9,17,Made Shot
160,194,Missed Shot
224,341,Missed Shot
14,266,Missed Shot
-9,258,Made Shot
-239,61,Made Shot
6,263,Made Shot
-100,241,Made Shot
110,246,Missed Shot
-228,52,Missed Shot
62,72,Missed Shot
-153,217,Missed Shot
-103,238,Missed Shot
-20,-1,Made Shot
-16,29,Missed Shot
-22,10,Made Shot
-25,12,Missed Shot
-55,257,Made Shot
124,217,Made Shot
-122,231,Missed Shot
-18,50,Missed Shot
-18,28,Missed Shot
-27,248,Made Shot
-2,68,Made Shot
-17,10,Made Shot
120,231,Made Shot
6,13,Made Shot
-8,6,Made Shot
-27,18,Missed Shot
-232,73,Missed Shot
21,33,Missed Shot
237,50,Missed Shot
18,264,Missed Shot
-54,257,Made Shot
-63,255,Made Shot
6,21,Missed Shot
68,260,Missed Shot
74,253,Made Shot
2,11,Made Shot
-9,13,Missed Shot
1,6,Missed Shot
8,8,Missed Shot
-2,261,Missed Shot
7,3,Made Shot
186,178,Missed Shot
-11,14,Missed Shot
-223,73,Missed Shot
99,237,Made Shot
234,90,Missed Shot
1,14,Made Shot
-20,255,Made Shot
126,231,Missed Shot
67,148,Made Shot
-9,0,Made Shot
-143,206,Made Shot
3,9,Made Shot
-2,75,Missed Shot
1,1,Made Shot
157,190,Missed Shot
123,218,Missed Shot
-11,2,Made Shot
-13,12,Made Shot
-143,236,Made Shot
-207,158,Missed Shot
11,256,Missed Shot
158,215,Missed Shot
-117,233,Missed Shot
46,259,Missed Shot
-12,16,Missed Shot
-203,164,Missed Shot
-88,121,Made Shot
96,230,Missed Shot
41,249,Missed Shot
-11,12,Made Shot
-3,10,Made Shot
27,13,Missed Shot
-40,21,Missed Shot
147,223,Made Shot
8,39,Made Shot
166,204,Missed Shot
-132,257,Missed Shot
212,132,Missed Shot
-50,97,Missed Shot
29,29,Missed Shot
-145,38,Missed Shot
-55,48,Made Shot
1,68,Made Shot
176,198,Missed Shot
239,37,Made Shot
-33,5,Made Shot
-3,67,Made Shot
5,48,Made Shot
46,279,Missed Shot
126,224,Missed Shot
-19,263,Missed Shot
101,261,Missed Shot
17,266,Missed Shot
155,225,Missed Shot
88,247,Missed Shot
-18,77,Made Shot
-33,27,Missed Shot
-228,-17,Made Shot
180,186,Missed Shot
-7,13,Missed Shot
129,34,Made Shot
-9,69,Made Shot
81,75,Missed Shot
-1,4,Made Shot
-2,-1,Made Shot
-99,81,Made Shot
100,235,Made Shot
-41,15,Made Shot
237,-16,Made Shot
-58,95,Missed Shot
-9,0,Made Shot
62,247,Missed Shot
-59,250,Missed Shot
84,236,Missed Shot
186,219,Missed Shot
196,183,Missed Shot
-113,247,Missed Shot
7,126,Made Shot
12,269,Missed Shot
-19,4,Made Shot
-4,79,Missed Shot
177,197,Made Shot
-108,124,Made Shot
8,75,Missed Shot
162,206,Missed Shot
-2,12,Made Shot
20,0,Missed Shot
-152,230,Made Shot
22,76,Made Shot
231,112,Missed Shot
-8,260,Made Shot
-30,38,Missed Shot
146,207,Missed Shot
228,-10,Missed Shot
-2,6,Made Shot
5,49,Missed Shot
51,257,Missed Shot
0,262,Missed Shot
132,215,Made Shot
93,230,Missed Shot
-18,25,Missed Shot
-103,241,Missed Shot
163,199,Missed Shot
166,193,Missed Shot
-15,22,Missed Shot
90,242,Missed Shot
47,90,Missed Shot
-11,55,Missed Shot
-51,58,Missed Shot
133,224,Made Shot
32,294,Missed Shot
-4,13,Made Shot
-55,273,Made Shot
-2,14,Made Shot
132,225,Made Shot
199,148,Made Shot
9,11,Made Shot
-8,253,Made Shot
103,241,Made Shot
-22,17,Missed Shot
-15,9,Made Shot
-14,16,Missed Shot
-21,8,Missed Shot
-24,3,Missed Shot
-221,26,Missed Shot
221,12,Missed Shot
166,196,Missed Shot
-149,223,Missed Shot
47,118,Missed Shot
-176,221,Made Shot
65,253,Missed Shot
102,236,Missed Shot
-225,16,Made Shot
135,220,Made Shot
154,199,Missed Shot
-103,227,Made Shot
-225,90,Missed Shot
123,229,Made Shot
22,14,Missed Shot
8,1,Made Shot
-20,9,Made Shot
6,42,Missed Shot
-230,93,Made Shot
241,106,Missed Shot
-111,224,Missed Shot
153,235,Missed Shot
-15,-1,Made Shot
155,89,Made Shot
131,239,Made Shot
-7,81,Made Shot
-212,236,Missed Shot
-52,169,Made Shot
-171,189,Missed Shot
125,216,Missed Shot
-3,91,Made Shot
-8,21,Made Shot
53,260,Made Shot
221,81,Missed Shot
7,24,Made Shot
1,13,Made Shot
232,106,Made Shot
-19,13,Missed Shot
232,52,Missed Shot
-3,46,Missed Shot
-29,15,Made Shot
20,36,Made Shot
-19,8,Made Shot
-196,177,Missed Shot
-68,263,Missed Shot
17,9,Made Shot
-8,88,Made Shot
96,237,Missed Shot
-18,15,Made Shot
223,27,Made Shot
42,252,Missed Shot
228,-3,Missed Shot
124,233,Made Shot
-160,220,Made Shot
-27,17,Made Shot
-12,275,Missed Shot
18,16,Made Shot
200,235,Made Shot
212,162,Missed Shot
24,55,Missed Shot
22,18,Missed Shot
-17,11,Made Shot
122,226,Made Shot
19,5,Made Shot
-40,101,Missed Shot
-52,100,Missed Shot
-6,28,Missed Shot
214,132,Missed Shot
25,263,Made Shot
-17,8,Made Shot
24,12,Missed Shot
-223,104,Made Shot
163,200,Made Shot
18,8,Missed Shot
6,260,Made Shot
-111,259,Made Shot
27,256,Made Shot
-212,132,Made Shot
-158,192,Missed Shot
-9,19,Missed Shot
147,323,Missed Shot
150,205,Missed Shot
-11,52,Missed Shot
-3,25,Made Shot
-90,234,Missed Shot
110,45,Made Shot
109,172,Missed Shot
-8,17,Missed Shot
-7,16,Made Shot
-3,4,Made Shot
-16,16,Missed Shot
231,-3,Missed Shot
-234,-31,Made Shot
-56,65,Missed Shot
13,1,Made Shot
-95,236,Missed Shot
145,205,Made Shot
-66,258,Made Shot
228,17,Missed Shot
-11,11,Missed Shot
-100,277,Made Shot
4,278,Missed Shot
234,0,Missed Shot
-16,0,Missed Shot
133,215,Missed Shot
-139,230,Made Shot
12,267,Missed Shot
90,260,Missed Shot
137,213,Made Shot
-106,179,Missed Shot
-81,185,Made Shot
12,261,Missed Shot
12,61,Made Shot
